name,type,country,city,details,coordinates,latitude,longitude,searches_within_500m,conversions_within_500m,conversion_rate,stashpoints_within_500m
Warsaw Modlin Airport,Airport,Poland,Warsaw,,"52.4459154, 20.6515598",52.4459154,20.6515598,1,0,0,0
Glasgow Science Centre,Museum,United Kingdom,Glasgow,A science and technology museum with interactive exhibits and a planetarium.,"55.858542, -4.293803",55.858542,-4.293803,1,0,0,1
Palacio de Gobierno,Landmark,Mexico,Monterrey,"The seat of the government of Nuevo León, featuring a striking neoclassical architecture.","25.6724868, -100.3097022",25.6724868,-100.3097022,1,0,0,1
Copernicus Science Centre,Museum,Poland,Warsaw,"A popular science museum in Warsaw, featuring interactive exhibits and educational programs.","52.2418552, 21.0287271",52.2418552,21.0287271,1,0,0,0
Ibrox Stadium,Stadium,United Kingdom,Glasgow,,"55.853172, -4.3092686",55.853172,-4.3092686,1,0,0,1
Recinto Ferial de Los Remedios,,Spain,Sevilla,,"37.3746944, -5.9988299",37.3746944,-5.9988299,1,0,0,3
Union Station (Amtrak),,United States,Kansas City,,"39.0847966, -94.5853578",39.0847966,-94.5853578,1,0,0,0
Dubai Opera,Theatre,United Arab Emirates,Dubai,"A world-class performing arts center in Downtown Dubai, featuring a wide range of concerts, musicals, and performances.","25.195617, 55.271879",25.195617,55.271879,1,0,0,0
Santa Barbara Castle,Landmark,Spain,Alicante,"A medieval fortress and one of the most iconic landmarks in Alicante, offering panoramic views of the city and the Mediterranean Sea.","38.3489718, -0.478029",38.3489718,-0.478029,1,0,0,1
Kunsthaus Zürich,Museum,Switzerland,Zurich,"One of the most important art museums in Europe, featuring a vast collection of Swiss and international art.","47.3710978, 8.5490786",47.3710978,8.5490786,1,0,0,0
The Gabba,Stadium,Australia,Brisbane,"A historic cricket ground in Brisbane, also hosting Australian rules football and other sporting events.","-27.4858376, 153.0380853",-27.4858376,153.0380853,1,0,0,0
National WWI Museum Fan Festival,,United States,Kansas City,,"39.080663, -94.5860835",39.080663,-94.5860835,1,0,0,0
Citadelle of Québec,Landmark,Canada,Quebec,"A historic military fortification in Québec City, offering stunning views of the city and a glimpse into its past.","46.8077997, -71.2068986",46.8077997,-71.2068986,1,0,0,0
Navy Pier,Tourist Attraction,United States,Chicago,"A popular tourist destination in Chicago, featuring a boardwalk, amusement park, restaurants, and more.","41.8918633, -87.6050944",41.8918633,-87.6050944,1,0,0,0
Marbella City center / Port ,,Spain,Marbella,,"36.5089964, -4.8795004",36.5089964,-4.8795004,1,0,0,0
Harajuku,City Center,Japan,Tokyo,"A neighborhood in Tokyo known for its fashion and street culture, popular among young people.","35.6699682, 139.709008",35.6699682,139.709008,1,0,0,0
Constitución Station,Train Station,Argentina,Buenos Aires,,"-34.6283037, -58.3805292",-34.6283037,-58.3805292,1,1,1,0
Hollywood Burbank Airport,Airport,United States,Los Angeles,,"34.1983122, -118.3574036",34.1983122,-118.3574036,1,0,0,0
Mercado del Sur,Tourist Attraction,Spain,Gijon,"A popular market in Gijon, offering a variety of fresh produce, seafood, and local products.","43.539094, -5.6638883",43.539094,-5.6638883,1,0,0,0
Wiener Stadthalle,,Austria,Vienna,,"48.20240769999999, 16.3337406",48.2024077,16.3337406,1,0,0,0
Monterrey Bus Station,Bus Station,Mexico,Monterrey,"The primary bus station in the city, serving both national and international routes.","25.6866142, -100.3161126",25.6866142,-100.3161126,1,0,0,2
Wiener Stadthalle,Stadium,Austria,Vienna,"A multi-purpose indoor arena in Vienna, hosting concerts, sports events, and other cultural performances.","48.2023186, 16.3328957",48.2023186,16.3328957,1,0,0,0
Darwin International Airport,Airport,Australia,Darwin,,"-12.4150229, 130.8830092",-12.4150229,130.8830092,1,0,0,0
Calle de Corrida,Landmark,Spain,Gijon,"A popular street in Gijon, lined with shops, cafes, and restaurants, and often considered the heart of the city.","43.5417385, -5.6639997",43.5417385,-5.6639997,1,0,0,0
Suvarnabhumi Airport,Airport,Thailand,Bangkok,,"13.7328101, 100.5190981",13.7328101,100.5190981,1,0,0,1
Estación de Autobuses de Gijón,Bus Station,Spain,Gijon,"The main bus station in Gijon, with connections to major cities in Spain and Europe.","43.5390092, -5.6670269",43.5390092,-5.6670269,1,0,0,0
Fort York & Bentway Fan Festival,,Canada,Toronto,,"43.63779299999999, -79.40630589999999",43.637793,-79.4063059,1,0,0,0
Plaza Fiesta San Agustín,Tourist Attraction,Mexico,Monterrey,"A popular shopping and entertainment complex in Monterrey, featuring a large selection of restaurants and stores.","25.6490463, -100.3365036",25.6490463,-100.3365036,1,0,0,0
Greyhound / Megabus Dallas,,United States,Dallas,,"32.78238, -96.7916111",32.78238,-96.7916111,1,0,0,0
Eurovea,City Center,Slovakia,Bratislava,"A modern shopping and entertainment complex located on the bank of the Danube River, with a variety of shops, restaurants, and a cinema.","48.1403215, 17.121313",48.1403215,17.121313,1,0,0,0
St Andrew's Stadium,Stadium,United Kingdom,Birmingham,,"52.4754292, -1.8683658",52.4754292,-1.8683658,1,0,0,0
Gare de Nice-Riquier,Train Station,France,Nice,"A regional train station in Nice, providing connections to nearby towns and villages along the Côte d'Azur.","43.705555, 7.290175",43.705555,7.290175,1,0,0,0
Berlin Brandenburg Airport,Airport,Germany,Berlin,,"52.3649645, 13.5010472",52.3649645,13.5010472,1,0,0,0
Lindenhof,City Center,Switzerland,Zurich,"A historic square in the heart of Zurich, known for its beautiful views of the city and the Limmat river.","47.3721811, 8.5413182",47.3721811,8.5413182,1,0,0,3
Meadow Lane Stadium (Notts County),Stadium,United Kingdom,Nottingham,,"52.94267499999999, -1.1371537",52.942675,-1.1371537,1,0,0,1
Ziggo Dome,Stadium,Netherlands,Amsterdam,,"52.3135914, 4.9371203",52.3135914,4.9371203,1,0,0,0
Kos Town Bus Station,Bus Station,Greece,Kos,,"36.8913176, 27.2883356",36.8913176,27.2883356,1,0,0,0
Alicante Airport,Airport,Spain,Benidorm,The main airport serving the city of Benidorm and the surrounding area.,"38.5411928, -0.1233831",38.5411928,-0.1233831,1,0,0,0
Osaka Aquarium Kaiyukan,Tourist Attraction,Japan,Osaka,"One of the largest aquariums in the world, featuring a variety of marine life and interactive exhibits. It is a popular attraction for families and animal lovers.","34.6545182, 135.4289645",34.6545182,135.4289645,1,0,0,0
Hundertwasserhaus,Landmark,Austria,Vienna,"An iconic apartment building designed by Austrian artist Friedensreich Hundertwasser, known for its colorful and unconventional design.","48.207337, 16.394294",48.207337,16.394294,1,0,0,3
Haydarpaşa Station,Train Station,Turkey,İstanbul,,"40.9968247, 29.0192939",40.9968247,29.0192939,1,1,1,0
Borghese Gallery,Museum,Italy,Rome,"An art museum in Rome, known for its impressive collection of Baroque and Renaissance works.","41.9142103, 12.4921442",41.9142103,12.4921442,1,0,0,0
Sabiha Gökçen International Airport,Airport,Turkey,İstanbul,,"40.8944747, 29.3130928",40.8944747,29.3130928,1,0,0,0
Batu Caves,Tourist Attraction,Malasya,Kuala Lumpur,"A series of limestone caves and Hindu shrines, attracting tourists and religious pilgrims.","3.2378844, 101.6840385",3.2378844,101.6840385,1,0,0,0
Madingley Road Park and Ride,Bus Station,United Kingdom,Cambridge,A major bus station serving local and regional routes.,"52.2147651, 0.0838965",52.2147651,0.0838965,1,0,0,0
National Museum of Ancient Art,Museum,Portugal,Lisbon,"One of the most important museums in Lisbon, home to an impressive collection of Portuguese and European art.","38.7048412, -9.1614643",38.7048412,-9.1614643,1,0,0,0
Murrayfield Stadium,Stadium,United Kingdom,Edinburgh,,"55.9422757, -3.2410402",55.9422757,-3.2410402,1,0,0,0
Fitzwilliam Museum,Museum,United Kingdom,Cambridge,A renowned museum with a collection of over half a million artworks and artifacts.,"52.2002134, 0.1195238",52.2002134,0.1195238,1,0,0,6
Granada Railway Station,Train Station,Spain,Granada,"The main railway station in Granada, serving high-speed and regional trains.","37.184038, -3.609154",37.184038,-3.609154,1,0,0,0
Red Bull Arena,Stadium,Austria,Salzburg,,"47.8162823, 12.9982153",47.8162823,12.9982153,1,0,0,0
Gulbenkian Theatre,Theatre,United Kingdom,Canterbury,,"51.29866089999999, 1.0692611",51.2986609,1.0692611,1,0,0,0
Plateau-Mont-Royal,City Center,Canada,Montreal,"A hip and lively neighborhood in Montreal, known for its colorful street art, hip bars, and trendy restaurants.","45.5262851, -73.5879707",45.5262851,-73.5879707,1,0,0,0
Lazienki Park,Landmark,Poland,Warsaw,"One of the largest parks in Warsaw, featuring a palace, monuments, and a lake.","52.2146733, 21.0328941",52.2146733,21.0328941,1,0,0,0
Galleria Borghese,Museum,Italy,Rome,"A famous art museum in Rome, known for its extensive collection of sculptures and paintings.","41.9142103, 12.4921442",41.9142103,12.4921442,1,0,0,0
Kaiserstraße,Landmark,Austria,Schwechat,"A historic street in Schwechat, lined with beautiful architecture and charming shops.","48.2022989, 16.3404288",48.2022989,16.3404288,1,0,0,1
Oxford University Press,Landmark,United Kingdom,Oxford,"The largest university press in the world, with a history dating back to the 16th century and a headquarters in Oxford.","51.7584813, -1.2656558",51.7584813,-1.2656558,1,0,0,1
Park & Ride / Fan Shuttle Nodes (area),,United States,Kansas City,,"39.0997265, -94.5785667",39.0997265,-94.5785667,1,0,0,0
Musée des Beaux-Arts de Marseille,Museum,France,Marseille,"The main fine arts museum in Marseille, featuring works by French and international artists.","43.3046188, 5.393891099999999",43.3046188,5.3938911,1,0,0,0
Slovak National Theatre,Theatre,Slovakia,Bratislava,"The oldest and most prestigious theatre in Bratislava, hosting opera, ballet, and drama performances.","48.1419079, 17.1235187",48.1419079,17.1235187,1,0,0,0
Ziggo Dome,,Netherlands,Amsterdam,,"52.3135914, 4.9371203",52.3135914,4.9371203,1,0,0,0
Playa de la Cueva,Beach,Spain,La Gomera,"A picturesque beach located in the north of La Gomera, known for its black sand and calm waters.","28.0908326, -17.1057571",28.0908326,-17.1057571,1,0,0,0
Northcott Theatre,Theatre,United Kingdom,Exeter,,"50.7358468, -3.5352754",50.7358468,-3.5352754,1,0,0,0
Home of the Arts (HOTA),Theatre,Australia,Surfers Paradise,,"-28.001805, 153.416159",-28.001805,153.416159,1,0,0,0
Institut Lumière,Museum,France,Lyon,"A museum dedicated to the Lumière brothers, inventors of the cinematograph, and pioneers of the film industry.","45.7450564, 4.870737699999999",45.7450564,4.8707377,1,0,0,0
Tallinn Airport,Airport,Estonia,Talinn,"The largest and busiest airport in Estonia, serving both domestic and international flights.","59.4145503, 24.8334651",59.4145503,24.8334651,1,0,0,0
Olympisch Stadion,Stadium,Netherlands,Amsterdam,"A historic stadium in Amsterdam, known for hosting the Summer Olympics in 1928.","52.3433825, 4.853257",52.3433825,4.853257,1,0,0,0
Groupama Stadium,Stadium,France,Lyon,"A modern stadium in Lyon, home to the Olympique Lyonnais football club.","45.7652169, 4.9820302",45.7652169,4.9820302,1,0,0,0
Yorkdale Subway Station,,Canada,Toronto,,"43.7256402, -79.44789229999999",43.7256402,-79.4478923,1,0,0,1
Museo de Historia Mexicana,Museum,Mexico,Monterrey,"A museum showcasing the history and culture of Mexico, located in Monterrey's Macroplaza.","25.6716779, -100.3064569",25.6716779,-100.3064569,1,0,0,0
Hampden Park,Stadium,Scotland,Glasgow,The national football stadium of Scotland and the home of the Scottish national team.,"55.8258636, -4.251974199999999",55.8258636,-4.2519742,1,0,0,0
Siam Park,Tourist Attraction,Spain,Tenerife,"One of the largest and most popular water parks in Europe, located in Costa Adeje, Tenerife.","28.072088, -16.7255852",28.072088,-16.7255852,1,0,0,0
Monterrey Central Bus Station,,Mexico,Monterrey,,"25.6869441, -100.3197824",25.6869441,-100.3197824,1,0,0,3
Theatre du Léman,Theatre,Switzerland,Geneva,"A popular theatre in Geneva, hosting a variety of performances including musicals and concerts.","46.21011619999999, 6.150981799999999",46.2101162,6.1509818,1,0,0,0
Centro Comercial Parque Santiago 6,Tourist Attraction,Spain,Tenerife,"One of the largest and most popular shopping centers in Tenerife, offering a wide range of retail, dining, and entertainment options.","28.0585782, -16.7207387",28.0585782,-16.7207387,1,0,0,1
Nice Bus Station,Bus Station,France,Nice,"The main bus station in Nice, providing both regional and international bus connections.","43.7087298, 7.2859775",43.7087298,7.2859775,1,0,0,1
Metro Coyoacán / Metrobus Hubs,,Mexico,Mexico City,,"19.36136, -99.17085999999999",19.36136,-99.17086,1,0,0,0
Central Market,Landmark,Malasya,Kuala Lumpur,"A historic market selling traditional handicrafts, textiles, and souvenirs, showcasing Malaysia's diverse cultural heritage.","3.1452635, 101.6954158",3.1452635,101.6954158,1,0,0,0
Melbourne Star Observation Wheel,Tourist Attraction,Australia,Melbourne,A giant Ferris wheel offering breathtaking views of Melbourne's skyline and surrounding areas.,"-37.8118005, 144.9374369",-37.8118005,144.9374369,1,0,0,1
Stadion Polonii,Stadium,Poland,Warsaw,,"52.2555269, 21.0012983",52.2555269,21.0012983,1,0,0,0
Carrow Road,Stadium,United Kingdom,Norwich,,"52.6227255, 1.3117356",52.6227255,1.3117356,1,0,0,2
U Street,City Center,United States,Washington D.C.,"A historic neighborhood in northwest Washington D.C., known for its music venues and nightlife.","38.9170123, -77.0251812",38.9170123,-77.0251812,1,0,0,1
Estación Central de Autobuses de Monterrey,Bus Station,Mexico,Monterrey,"The main bus station in Monterrey, serving national and international routes.","25.6869441, -100.3197824",25.6869441,-100.3197824,1,0,0,3
Glasgow Botanic Gardens,Landmark,Scotland,Glasgow,A beautiful public garden and glasshouse that is home to a diverse collection of plants and flowers.,"55.8797045, -4.2911777",55.8797045,-4.2911777,1,0,0,0
Glasgow Science Centre,Museum,Scotland,Glasgow,A science museum and planetarium that offers interactive exhibits and educational workshops.,"55.858542, -4.293803",55.858542,-4.293803,1,0,0,1
Isla Mágica,Tourist Attraction,Spain,Sevilla,A theme park with attractions inspired by the history and culture of Seville and Andalusia.,"37.4055318, -5.9993553",37.4055318,-5.9993553,1,0,0,0
Blackpool South Station,Train Station,United Kingdom,Blackpool,,"53.798331, -3.0487948",53.798331,-3.0487948,1,1,1,3
Lyon Cathedral,Landmark,France,Lyon,"A striking Gothic cathedral in Lyon, featuring beautiful stained glass windows and intricate sculptures.","45.760952, 4.8269788",45.760952,4.8269788,1,0,0,1
Kangaroo Point Cliffs Park,Tourist Attraction,Australia,Brisbane,"A park in Brisbane offering views of the city skyline and the Brisbane River, popular for picnics and rock climbing.","-27.4781302, 153.0341491",-27.4781302,153.0341491,1,0,0,0
Marbella Bus Station,Bus Station,Spain,Marbella,A major bus station with national and international routes.,"36.5195723, -4.892652",36.5195723,-4.892652,1,0,0,2
Gärtnerplatztheater,Theatre,Germany,Munich,,"48.1313252, 11.5758076",48.1313252,11.5758076,1,0,0,2
San Juan Beach,Landmark,Spain,Alicante,"One of the most popular and well-known beaches in Alicante, known for its golden sand and crystal-clear waters.","38.3649788, -0.41309",38.3649788,-0.41309,1,0,0,0
Stade de Genève,Stadium,Switzerland,Geneva,"A major stadium in Geneva, hosting sporting events, concerts, and exhibitions.","46.17803199999999, 6.1269326",46.178032,6.1269326,1,0,0,0
